nome;sigla;natureza;categoria;projeto;tipo_logradouro;nome_logradouro;numero;complemento;bairro;municipio;uf;cep;ddd;telefone1;telefone2;e-mail;24horas;horario_inicio;horario_fim;dias_funcionamento;presencial;online;funcionamento_pandemia;obs_pandemia;latitude;longitude;verificado;existe_delegacia;delegacia_mulher;endereco_correto;horario_correto;telefone_correto;observacao 
Delegacia de Polícia - São Joaquim da Barra;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Minas Gerais;1192;;Centro;São Joaquim da Barra;SP;14600-000;16;38110099;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,5808392;-47,8612677;Sim;Sim;Sim;Sim;Sim;Sim;B.O. é feito até as 17h
Delegacia de Polícia de Defesa da Mulher - Pereira Barreto;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Francisca Senhorinha Carneiro;1456;;Centro;Pereira Barreto;SP;15370-000;18;37045288;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,6439762;-51,1071605;Sim;Sim;Sim;Sim;Sim;Sim;Atendimento presencial somente casos urgentes
Delegacia de Polícia de Defesa da Mulher - Olímpia;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;David de Oliveira;353;;Centro;Olímpia;SP;15400-000;17;32816344;32815849;;Não;08:00;17:00;Dias úteis;Sim;Sim;Sim;;-20,7373767;-48,9098024;Sim;Sim;Sim;Sim;Não;Sim;
Polícia Civil - Monte Aprazível;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Dom Pedro I;475;;Centro;Monte Aprazível;SP;15150-000;17;32752464;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,7723577;-49,7182864;Sim;Sim;Não;Sim;Sim;Sim;
Polícia Civil - Mirassol;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Benjamin Constant;2405;;Centro;Mirassol;SP;15130-017;17;32423030;32534404;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,8147815;-49,5138279;Sim;Sim;Não;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - São José do Rio Preto;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Floriano Peixoto;2880;;Jardim Alto Rio Preto;São José do Rio Preto;SP;15010-020;17;32332910;32313708;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,8180011;-49,401286;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia da Mulher - Andradina;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;José Augusto de Carvalho;1653;;Centro;Andradina;SP;16901-015;18;37221136;37228696;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-20,8985072;-51,3842229;Sim;Sim;Sim;Sim;Sim;Sim;Medida protetiva deve ser solicitada até as 17h
Delegacia de Defesa da Mulher - Batatais;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Goiás;190;Casa 2;Centro;Batatais;SP;14315-434;16;36628155;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;Atendimento diminuiu por conta da pandemia;-20,8991924;-47,5972217;Sim;Sim;Sim;Sim;Não;Sim;Atendimento presencial somente em casos urgentes
Delegacia Seccional de Polícia - José de Bonifácio;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Domingos Fernandes Alonso;551;;Centro;José Bonifácio;SP;15200-000;17;32452928;32451151;;Não;09:00;17:00;Dias úteis com plantão aos fins de semana;Sim;Sim;Sim;;-21,0539053;-49,6868821;Sim;Sim;Não;Sim;Não;Sim;
Delegacia de Defesa da Mulher - Sertãozinho;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Pedro Strini;269;;Jardim America;Sertãozinho;SP;14160-340;16;39450319;;;Não;08:00;17:00;Dias úteis;Sim;Sim;Sim;;-21,1275348;-47,993674;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia de Defesa da Mulher - Catanduva;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Belo Horizonte;297;;Centro;Catanduva;SP;15801-150;17;35232279;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,1342946;-48,9779599;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia de Defesa da Mulher - Ribeirão Preto;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Costábile Romano;3230;;Nova Ribeirânia;Ribeirão Preto;SP;14085-360;16;36104499;36253386;;Não;08:00;17:00;Dias úteis;Sim;Sim;Sim;;-21,2061121;-47,7722266;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia Geral de Polícia - Araçatuba;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;José Pedro de Santos;584;;Centro;Araçatuba;SP;16010-530;18;36223064;;;Não;08:00;18:00;Dias úteis com plantão aos fins de semana;Sim;Sim;Sim;;-21,2120028;-50,4455209;Sim;Sim;Não;Sim;Sim;Sim;
Delegacia de Polícia - Jaboticabal;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Marechal Deodoro;453;;Centro;Jaboticabal;SP;14870-500;16;32032380;32026311;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,2564345;-48,3234474;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Monte Alto;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Gustavo de Godoy;426;;Centro;Monte Alto;SP;15910-000;16;32424813;32432954;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-21,2622517;-48,5016362;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia Geral de Polícia - Birigui;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Nicolau da Silva Nunes;291;;Jardim Popi;Birigui;SP;16201-022;18;36421996;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,2811047;-50,3394905;Sim;Sim;Sim;Sim;Sim;Sim;B.O. é feito até as 17h
Delegacia de Polícia Civil - Taquaritinga;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Praça;Narciso Nuevo;s/n;;Centro;Taquaritinga;SP;15900-000;16;32523477;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,4125739;-48,5105828;Sim;Sim;Sim;Sim;Não;Sim;Solicitar medida protetiva até 16h30
Delegacia de Polícia - Penápolis;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Bento da Cruz;223;;Vila Anselmo;Penápolis;SP;16300-000;18;36521951;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,4201001;-50,078921;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia de Defesa da Mulher - Itápolis;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Duque de Caxias;1384;;Jardim Karina;Itápolis;SP;14900-000;16;32627852;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-21,5934014;-48,8173266;Sim;Sim;Sim;Sim;Não;Sim;Delegacis fecha para almoço das 11h ás 13h
Delegacia de Defesa da Mulher - Matão;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Affonso Maccagnan;630;;Centro;Matão;SP;15990-680;16;33825823;;;Não;09:00;18:30;Dias úteis;Sim;Sim;Sim;;-21,6082458;-48,3680982;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Lins;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Floriano Peixoto;1870;;Centro;Lins;SP;16400-106;14;35323380;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-21,6764289;-49,7645639;Sim;Sim;Não;Sim;Não;Sim;
Deelgacia de Defesa da Mulher - Adamantina;DDM;público;Delegacia da Mulher;mapa_delegacia;Alameda;Santa Cruz;1171;;Vila Joaquina;Adamantina;SP;17800-000;18;35213444;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,6818418;-51,0815603;Sim;Sim;Sim;Sim;Sim;Sim;Solicitação de medida protetiva somente presencialmente
Delegacia de Polícia de Defesa da Mulher - Presidente Epitácio;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;João Pepino;269;;Centro;Presidente Epitácio;SP;19470-000;18;32511421;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,7613122;-52,1061905;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Policia de Defesa da Mulher - Araraquara;DDM;público;Delegacia da Mulher;mapa_delegacia;Alameda;Rogerio Pinto Ferraz;910;;Vila Harmonia;Araraquara;SP;14802-428;16;33364458;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,7727853;-48,1783564;Sim;Sim;Sim;Não;Sim;Sim;Solicitação de medida protetiva somente presencialmente
Delegacia de Defesa da Mulher - Presidente Venceslau;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Dom Pedro II;741;;Centro;Presidente Venceslau;SP;19400-000;18;32721977;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,8754056;-51,8511952;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Bastos;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Dezoito De Junho;100;Fundos;Centro;Bastos;SP;17690-000;14;34782233;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,9213693;-50,7353943;Sim;Sim;Sim;Sim;Sim;Sim;Solicitação de medida protetiva somente presencialmente
Delegacia de Defesa da Mulher - Tupã;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Mandaguaris;276;;Centro;Tupã;SP;17600-050;14;39962555;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-21,9315843;-50,5257962;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia de Defesa da Mulher - Pirassununga;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Bom Jesus;404;;Centro;Pirassununga;SP;13630-105;19;35618556;;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-21,9996207;-47,4290934;Sim;Sim;Sim;Não;Sim;Não;
Delegacia de Defesa da Mulher - São Carlos;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Trabalhador São Carlense;1020;;Parque Arnold Schimidt;São Carlos;SP;13566-590;16;33741345;33076377;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,0016371;-47,9015949;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Presidente Prudente;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;José Dias Cintra;149;;Vila Ocidental;Presidente Prudente;SP;19015-050;18;39087660;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,1217746;-51,3932732;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia de Defesa da Mulher - Leme;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Coronel João Franco Mourão;188;;Centro;Leme;SP;13610-090;19;35551564;35713009;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-22,1820643;-47,3904383;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia - Espítiro Santo do Pinhal;DP;público;Delegacia Comum;mapa_delegacia;Praça;Bento Bueno;s/n;;Centro;Espírito Santo do Pinhal;SP;13990-000;19;36511500;;;Não;08:30;18:30;Dias úteis;Sim;Sim;Sim;;-22,1965266;-46,7645526;Sim;Sim;Não;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Marília;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Doutor Joaquim de Abreu Sampaio Vidal;48;1º andar;Alto Cafezal;Marília;SP;17506-130;14;34331133;;;Não;08:00;18:00;Dias úteis com plantão aos fins de semana;Sim;Sim;Sim;;-22,2091038;-49,9575035;Sim;Sim;Não;Sim;Sim;Sim;O atendimento preliminar é feito na delegacia comum, depois encaminhada para DDM no mesmo prédio
Delegacia da Mulher - Garça;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Doutor Labieno da Costa Machado;s/n;;Labienópolis;Garça;SP;17400-000;14;34710155;34051021;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,2137222;-49,6573699;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia da Mulher - Araras;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Tiradentes;904;;Centro;Araras;SP;13600-071;19;35421054;;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-22,3547291;-47,3913069;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia Geral de Polícia - Paraguaçu Paulista;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Brasil;1147;;Vila Affini;Paraguaçu Paulista;SP;19700-000;18;33617254;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,4204523;-50,5771516;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia de Defesa da Mulher - Rio Claro;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Vinte e Três;1300;;Estádio;Rio Claro;SP;13500-280;19;35339009;;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;;-22,4220062;-47,5670511;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia - Mogi Mirim;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Doutor Jorge Tibiriçá;342;;Centro;Mogi Mirim;SP;13800-151;19;38062445;;;Não;09:00;16:00;Dias úteis com plantão aos fins de semana;Sim;Sim;Sim;;-22,4379908;-46,958072;Sim;Sim;Sim;Sim;Não;Sim;
Delegacia Geral de Polícia - Itapira;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Duque de Caxias;673;;Santa Cruz;Itapira;SP;13974-345;19;38132122;;;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;;-22,4411174;-46,8330549;Sim;Sim;Não;Sim;Sim;Sim;
Delegacia de Polícia Civil - Serra Negra;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;José Maria Franco Godoy;51;;Vila Dirce;Serra Negra;SP;13930-000;19;38922501;38921155;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-22,5967029;-46,706412;Sim;Sim;Sim;Sim;Não;Sim;
Centro de Polícia Judiciária - Assis;CPJ;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Otto Ribeiro;700;;Jardim Europa;Assis;SP;19814-470;18;32091000;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,6567792;-50,4055842;Sim;Sim;Não;Sim;Sim;Sim;Atendimento presencial somente em casos urgentes
Delegacia de Polícia de Defesa da Mulher - Piracicaba;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Alferes José Caetano;1018;;Centro;Piracicaba;SP;13400-120;19;34331072;34335878;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,7250474;-47,6529197;Sim;Sim;Sim;Sim;Sim;Sim;Distrubição de senha para solicitar medida protetiva até 16h30
2º Distrito Policial - Lorena;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Aldo Hermínio Zanin;69;;Centro;Lorena;SP;12600-270;12;31574200;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,7293063;-45,1223685;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia de Defesa da Mulher - São Manuel;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;José Horácio Mellão;19;;Centro;São Manuel;SP;18650-000;14;38416383;38422789;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,7374429;-48,5726487;Sim;Sim;Sim;Sim;Sim;Sim;B.O. é feito até as 17h
Delegacia de Polícia de Defesa da Mulher - Santa Bárbara d'Oeste;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Duque de Caxias;67;;Centro;Santa Bárbara d'Oeste;SP;13450-015;19;34552421;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,7494706;-47,4141075;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia de Defesa da Mulher - Guaratinguetá;DDM;público;Delegacia da Mulher;mapa_delegacia;Praça;Joaquim Vilela de Oliveira Marcondes;470;;Centro;Guaratinguetá;SP;12502-040;12;31224211;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,8176346;-45,1898095;Sim;Sim;Sim;Não;Sim;Sim;B.O. é feito até as 17h
Delegacia de Defesa da Mulher - Sumaré;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Josias Pereira de Souza;29;;Vila Miranda;Sumaré;SP;13170-450;19;38733493;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,8239142;-47,2735817;Sim;Sim;Sim;Sim;Sim;Sim;
2º Distrito Policial - Botucatu;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Major Matheus;1001;;Vila dos Lavradores;Botucatu;SP;18609-083;14;38142636;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,8674295;-48,4533079;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Santa Cruz do Rio Pardo;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Travessa;Pedro Henrique De Oliveira;1;;Estacao;Santa Cruz do Rio Pardo;SP;18900-000;14;33721001;33724280;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9086037;-49,6222454;Sim;Sim;Sim;Sim;Sim;Sim;
2º Delegacia de Defesa da Mulher - Campinas;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ferdinando Panattoni;590;;Jardim Pauliceia;Campinas;SP;13060-090;19;32270080;32291894;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9183067;-47,1075012;Sim;Sim;Sim;Sim;Sim;Sim;Medida protetiva somente presencial
1ª Delegacia de Defesa da Mulher - Campinas;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Antonio Carlos Sales Junior;310;X R. Barretos, 1-71;Jardim Proença I;Campinas;SP;13100-429;19;32425003;32427762;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9217156;-47,0455914;Sim;Sim;Sim;Sim;Sim;Sim;Atendimento presencial somente em casos urgentes
Delegacia de Defesa da Mulher - Pindamonhangaba;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Doutor Gustavo de Godoy;409;;Centro;Pindamonhangaba;SP;12400-040;12;36451641;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9266708;-45,4683363;Sim;Sim;Sim;Não;Sim;Não;
Delegacia de Polícia - Valinhos;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Onze de Agosto;2499;;Chácaras Alpina;Valinhos;SP;13270-000;19;38693786;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9656158;-47,0069364;Sim;Sim;Sim;Sim;Sim;Sim;Solicitação de medida protetiva até as 16h
Delegacia Seccional de Polícia - Bragança Paulista;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;dos Imigrantes;9;;Santa Luzia;Bragança Paulista;SP;12908-590;11;40332700;;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9693257;-46,5410666;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia de Defesa da Mulher - Ourinhos;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Aristídes Lau Sampaio;159;;Jardim Paulista;Ourinhos;SP;19907-090;14;33223212;33225343;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9796689;-49,8762998;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia da Defesa da Mulher - Capivari;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Fernando de Barros;420;;Centro;Capivari;SP;13360-000;19;34914181;34912563;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-22,9983752;-47,5052469;Sim;Sim;Sim;Não;Sim;Sim;Solicitação de medida protetiva somente presencialmente
Delegacia de Polícia - Itatiba;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Benedito da Silveira Franco;156;;Vila Santa Luzia;Itatiba;SP;13255-320;11;45384010;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-23,0133353;-46,8471301;Sim;Sim;Não;Sim;Sim;Sim;
Delegacia de Polícia - Vinhedo;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;da Saudade;s/n;;Jardim Alves Nogueira;Vinhedo;SP;13280-000;19;38766631;38766637;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,0304302;-46,9854499;Sim;Sim;Sim;Sim;Não;Sim;Solicitação de medida protetiva até as 15h
Delegacia Seccional de Polícia - Taubaté;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Alameda;José Leôncio Ramos;45;Fundos;Jardim Eulalia;Taubaté;SP;12100-630;12;36215499;;;Não;09:00;19:00;Dias úteis;Sim;Sim;Sim;;-23,0353435;-45,5716686;Sim;Sim;Sim;Sim;Sim;Sim;O acesso a delegacia também pode ser feito pela rua presidente getúlio vargas s/n
Delegacia de Defesa da Mulher - Indaiatuba;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ademar de Barros;125;1º andar;Centro;Indaiatuba;SP;13330-130;19;38342770;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,0900007;-47,2150673;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Seccional de Polícia - Avaré;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Salim Antônio Curiati;1630;;Jardim Brasil;Avaré;SP;18702-640;14;37320066;37333280;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,1080079;-48,9038917;Sim;Sim;Não;Não;Sim;Sim;
Delegacia de Defesa da Mulher - Jundiaí;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Nove de Julho;3600;;Centro;Jundiaí;SP;13208-056;11;45212024;45217303;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,2030819;-46,8954054;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Polícia - Várzea Paulista;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;José Rabelo Portela;417;;Jardim Maria de Fatima;Várzea Paulista;SP;13220-540;11;46061431;46061437;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,2145328;-46,847653;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia da Mulher - Itu;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Goiás;204;;Jardim Novo Itu;Itu;SP;13300-220;11;48509399;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,2595179;-47,2965731;Sim;Sim;Sim;Sim;Sim;Sim;Solicitação de medida protetiva e B.O. somente presencialmente
Delegacia de Polícia de Defesa da Mulher - Francisco Morato;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Gregório Gomes da Silva;39;;Centro;Francisco Morato;SP;07909-140;11;44887300;44813366;;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,2860825;-46,746474;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia da Mulher - Jacareí;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Professor Job Aíres Dias;201;;Centro;Jacareí;SP;12308-160;12;39515614;;;Não;09:00;19:00;Dias úteis;Sim;Sim;Sim;;-23,2985399;-45,9641814;Sim;Sim;Sim;Sim;Sim;Sim;Fazer B.O. e medida protetiva até as 18h
Delegacia de Defesa da Mulher - Tatuí;DDM;público;Delegacia da Mulher;mapa_delegacia;Praça;da Bandeira;53;;Centro;Tatuí;SP;18270-390;15;33056619;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,3488409;-47,8475852;Sim;Sim;Sim;Sim;Sim;Sim;B.O. até as 17h
Delegacia da Mulher - Santana de Parnaíba;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Nicarágua;7;;Jardim São Luiz;Santana de Parnaíba;SP;06502-365;11;41544157;41544907;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,4450994;-46,9277653;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Barueri;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Pastor Sebastião Davino Dos Reis;756;;Jardim Tupanci;Barueri;SP;06414-007;11;41980522;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;Atendimento diminuiu por conta da pandemia;-23,4961658;-46,8718341;Sim;Sim;Sim;Sim;Sim;Sim;Solicitação de medida protetiva somente presencialmente
Delegacia de Defesa da Mulher - Carapicuiba;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Rui Barbosa;1582;;Centro;Carapicuíba;SP;06311-001;11;41877183;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,5212544;-46,8459005;Sim;Sim;Sim;Sim;Sim;Sim;Solicitação de medida protetiva e B.O. até as 17h
Delegacia de Defesa da Mulher - Mogi das Cruzes;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Antônio Nascimento Costa;21;;Vila Oliveira;Mogi das Cruzes;SP;08790-220;11;47265917;47263528;;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;;-23,5218957;-46,1825608;Sim;Sim;Sim;Sim;Sim;Sim;É necessário agendamento para fazer B.O. e pedir medida protetiva
Delegacia de Defesa da Mulher - Sorocaba;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Caracas;846;;Jardim America;Sorocaba;SP;18046-718;18;32321417;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,5233225;-47,4688519;Sim;Sim;Sim;Sim;Sim;Sim;É necessário agendamento para pedir medida protetiva
7º Delegacia de Polícia de Defesa da Mulher - Leste;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Sábbado D’Ângelo;64;A;Itaquera;São Paulo;SP;08210-790;11;20713488;20714707;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,5251351;-46,5017578;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia de Defesa da Mulher - Osasco;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Itabuna;93;;Centro;Osasco;SP;06010-120;11;36824485;;;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,5368824;-46,7772096;Sim;Sim;Sim;Não;Sim;Sim;
Delegacia de Defesa da Mulher - Itapevi;DDM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Presidente Vargas;350;;Jardim Nova Itapevi;Itapevi;SP;06694-170;11;42051821;41422125;;Não;08:00;18:00;Dias úteis;;;;;-23,5397864;-46,9403518;Não;;;;;;
Delegacia de Defesa da Mulher - Votorantim;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Milton Novaes;226;;Jardim Icatu;Votorantim;SP;18110-338;15;32431894;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-23,5404124;-47,4542963;Sim;Sim;Sim;Sim;Não;Sim;Medida protetiva deve serolicitada até as 15h
5º Delegacia de Polícia de Defesa da Mulher - Leste;DDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Doutor Coryntho Baldoíno Costa;400;2º andar;Parque São Jorge;São Paulo;SP;03069-070;11;22933816;29419770;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,5451437;-46,5628387;Sim;Sim;Sim;Sim;Sim;Sim;
