id_estabelecimento,projeto,fonte,nome,sigla,natureza,categoria,abrangencia,descricao,tipo_logradouro,nome_logradouro,numero,numero_sem_numero,complemento,bairro,municipio,cod_IBGE,uf,cep,ddd,telefone1,ramal1,telefone 2,ramal2,whatsapp,e-mail,24horas,horario_inicio,horario_fim,dias_funcionamento,presencial,online,funcionamento_pandemia,obs_pandemia,latitude,longitude,observacao
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Camaçari,DEAM,público,Delegacia da Mulher,Local,,Rua,Delegado Clayton Leão Chaves,,,,Centro,Camaçari,2905701,BA,42800400,71,36227834,,36013504,,,deamcamacari@hotmail.com,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-12,734100","-38,288914",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Candeias,DEAM,público,Delegacia da Mulher,Local,,Rua,Duque de Caxias,12,,,Santo Antonio,Candeias,2906501,BA,43820150,71,36018785,,36018786,,,deamcandeias@hotmail.com,Não,08:30:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-12,673637","-38,540136",
,penhas,mapa_acolhimento,Centro de Referência Especializado de Atendimento à Mulher Maria Quitéria,CREAM,público,Centro de Referência da Mulher,Local,,Rua,Domingos Barbosa de Araújo,495,,,,Feira De Santana,2910800,BA,44001280,75,36163433,,,,,,Não,08:00:00,17:00:00,Dias úteis,,,,,"-12,252899","-38,957960",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Feira de Santana,DEAM,público,Delegacia da Mulher,Local,,Rua,Adenil Falcão,1252,,,Brasília,Feira de Santana,2910800,BA,44003000,75,36029235,,36029215,,,,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-12,272343","-38,953555",Delegacia fecha para almoço das 12h às 14h. Atendimento presencialmente somente casos mais urgentes
,penhas,mapa_acolhimento,Delegacia de Policia da Cachoeira,DPOL,público,Delegacia Comum,Local,,Rua,Da Feira,3,,,Três Riachos,Cachoeira,2904902,BA,44300000,75,34252161,,,,,dt.cachoeira@pcivil.ba.gov.br,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-12,578223","-38,981806",
,penhas,mapa_acolhimento,Instituto Dr Jadson Luiz, ,tirar,Sociedade Civil Organizada,Local,,Rua,Geraldo Simões 01 Cachoeira Bahia - Cachoeira - Ba,01,,,Centro,Cachoeira,2904902,BA,44300000,75,988464632,,,,,,Não,08:00:00,16:00:00,Dias úteis,,,,,"-12,616168","-38,951442",
,penhas,mapa_acolhimento,"Instituto Internacional de Cultura, Ciências e Educação do Estado da Bahia",IICCEEB,tirar,Sociedade Civil Organizada,Regional,,Rua,Quintino Bocaiuva,56,,,Centro,Cachoeira,2904902,BA,44300000,75,983189133,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-12,602261","-38,964227",
,penhas,mapa_acolhimento,Sindicato Rural de Cachoeira, ,tirar,Sociedade Civil Organizada,Local,,Rua,Ricardo Pereira,12,,,Centro,Cachoeira,2904902,BA,44300000,75,998783585,,,,,sindruralcach@hotmail.com,Não,07:00:00,12:00:00,Dias úteis,,,,,"-12,599824","-38,963607",
,penhas,mapa_acolhimento,Delegacia de São Félix,DPOL,público,Delegacia Comum,Local,,Rodovia,BA 502,502,,Subida de Muritiba,Centro,São Félix,2929008,BA,44360000,75,34384666,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-12,605789","-38,969859",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Vitória da Conquista,DEAM,público,Delegacia da Mulher,Local,,Rua,Humberto de Campos,205,,,Jurema,Vitória da Conquista,2933307,BA,45023140,77,34258369,,,,,deamvc@gmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-14,861635","-40,850057",
,penhas,mapa_acolhimento,Hospital Maternidade Luis Eduardo Magalhães, ,público,Saúde,Regional,,Rua,Heitor Guedes Melo,,,,Centro,Presidente Tancredo Neves,2925758,BA,45416000,73,35401003,,,,,saude@pmptn.com.br,sim,00:00:00,23:59:00,Todos os dias,,,,,"-13,458232","-39,422667",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Itabuna,DEAM,público,Delegacia da Mulher,Local,,Rua,Rio Almada,196,,,Góes Calmon,Itabuna,2914802,BA,45605375,73,32147822,,,,,catarigalvao@hotmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-14,798018","-39,274515",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Ilhéus,DEAM,público,Delegacia da Mulher,Local,,Avenida,Litorânea Norte,,,,Malhado,Ilhéus,2913606,BA,45651620,75,32345274,,32345273,,,deam.ilheus@gmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-14,785239","-39,042929",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Porto Seguro,DEAM,público,Delegacia da Mulher,Local,,Rua,Itagibá,139,,,Centro,Porto Seguro,2925303,BA,45810000,73,32889262,,32688613,,,deamportoseguroba@hotmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-16,450137","-39,067829",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Teixeira de Freitas,DEAM,público,Delegacia da Mulher,Local,,Rua,Santa Bárbara,,,,Bom Jesus,Teixeira de Freitas,2931350,BA,45995410,73,32923651,,,,,deamdeteixeiradefreitas@gmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-17,530460","-39,743532",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Barreiras,DEAM,público,Delegacia da Mulher,Local,,Avenida,Avenida Júlio César,500,,,Aratu,Barreiras,2903201,BA,47800000,77,36139860,,,,,deambarreiras.ba@hotmail.com,Não,08:00:00,18:00:00,Dias úteis com plantão aos fins de semana,Sim,Sim,Sim,,"-12,132654","-44,979374",Delegacia fecha para almoço das 12h às 14h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Alagoinhas,DEAM,público,Delegacia da Mulher,Local,,Rua,Democrata,48,,,Jardim Petrolar,Alagoinhas,2900702,BA,48031090,75,34234759,,34238253,,,deamalagoinhas@hotmail.com,Não,08:30:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-12,152333","-38,415790",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Paulo Afonso,DEAM,público,Delegacia da Mulher,Local,,Rua,Ipanema,,,,General Dutra,Paulo Afonso,2924009,BA,48607230,75,32825362,,,,,deampa@bol.com.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-9,391867","-38,223050",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especializada no Atendimento à Mulher - Juazeiro da Bahia,DEAM,público,Delegacia da Mulher,Local,,Travessa,Doutor José Araújo de Souza,140,,,Santo Antonio,Juazeiro,2918407,BA,48900000,74,36138313,,,,,deamjuazeiro@gmail.com,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-9,411723","-40,509901",
,penhas,mapa_acolhimento,CRAM Barreiras,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Professora Guiomar Porto,625,,,Centro,Barreiras,2903201,BA,47800124,77,36110264,,,,,cram@barreiras.ba.gov.br,Não,07:30:00,13:30:00,Dias úteis,,,,Horário reduzido durante a pandemia,"-12,145976","-44,994441",
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Presidente Tancredo Neves,CREAS,público,Assistência Social,Local,,Avenida,Sete de Setembro,,,,,Presidente Tancredo Neves,2925758,BA,45416000,73,9806-4474,,,,sim,creasptn@gmail.com,Não,08:00:00,16:00:00,Dias úteis,,,,Horário reduzido durante a pandemia (das 9h às 12h),"-13,442700","-39,425634",
,penhas,mapa_acolhimento,Coordenadoria da Mulher de Presidente Tancredo Neves, ,público,Assistência Social,Local,,Avenida,Sete de Setembro,,,,,Presidente Tancredo Neves,2925758,BA,45416000,,,,,,,social@pmptn.com.br,Não,08:00:00,17:00:00,Dias úteis,,,,Horário reduzido durante a pandemia (das 9h às 12h),"-13,443168","-39,426628",
,penhas,mapa_acolhimento,"Secretaria de Proteção Social, Justiça, Mulheres e Direitos Humanos",SPS,público,Jurídico,Regional,,Rua,Soriano Albuquerque,230,,,Joaquim Távora,Fortaleza,2304400,CE,60130160,85,31014601,,,,,socorro.franca@sps.ce.gov.br,Não,10:00:00,16:00:00,Dias úteis,,,,,"-3,748125","-38,518884",
,penhas,mapa_acolhimento,Conviver Madre Regina na Providência de Deus, ,ONG,Assistência Social,Local,,Rua,Tenente Marques,131,,,Presidente Kennedy,Fortaleza,2304400,CE,60356150,85,34782707,,34813136,,,ccmr@velox.com.br,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-3,732104","-38,573470",
,penhas,mapa_acolhimento,Casa da Mulher Brasileira de Fortaleza, ,público,Casa da Mulher Brasileira,Local,,Rua,Teles de Sousa,,,,Couto Fernandes,Fortaleza,2304400,CE,60442040,85,31082998,,31082950,,,casadamulherbrasileira@gabgov.ce.gov.br,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-3,758723","-38,558225",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Fortaleza,DDM,público,Delegacia da Mulher,Local,,Rua,Teles de Sousa,,,,Couto Fernandes,Fortaleza,2304400,CE,60442040,85,31082950,,,,,ddmfortaleza@policiacivil.ce.gov.br,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-3,758392","-38,561346",
,penhas,mapa_acolhimento,Centro de Referência e Atendimento à Mulher Em Situação de Violência Francisca Clotilde de Fortaleza,CRAM,público,Centro de Referência da Mulher,Local,,Rua,Teles de Sousa,,,,Couto Fernandes,Fortaleza,2304400,CE,60442060,85,31082965,,,,,crmulherfranciscaclotilde@yahoo.com.br,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-3,758723","-38,558225",
,penhas,mapa_acolhimento,Hospital e Maternidade Dra. Zilda Arns, ,público,Saúde,Local,,Avenida,Lineu Machado,145,,,Demócrito Rocha,Fortaleza,2304400,CE,60520101,85,32333019,,,,,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-3,761033","-38,574202",
,penhas,mapa_acolhimento,Observem, ,ONG,Sociedade Civil Organizada,Nacional,,Avenida,Dr. Silas Munguba,1700,,,Campus do Itapery,Fortaleza,2304400,CE,60714903,85,31019926,,,,,,Não,10:00:00,16:00:00,Dias úteis,,,,,"-3,787958","-38,553208",https://observem.com.br/page/contatos-7
,penhas,mapa_acolhimento,Instituto Maria da Penha, ,ONG,Sociedade Civil Organizada,Nacional,,Rua,Edson Queiroz,,,,Centro,Fortaleza,2304400,CE,60811650,85,41025429,,,,,atendimento@institutomariadapenha.org.br,Não,08:00:00,17:00:00,Dias úteis,,,,,"-3,770854","-38,474641",
,penhas,mapa_acolhimento,Coordenadoria Estadual da Mulher Em Situação de Violência Doméstica e Familiar do Tribunal de Justiça do Ceará,CEVID,público,Jurídico,Regional,,Avenida,General Afonso Lima,,,,Centro Administrativo Governador Virgilio Távora,Fortaleza,2304400,CE,60822915,85,32076938,,32076940,,,cemulher@tjce.jus.br,Não,10:00:00,16:00:00,Dias úteis,,,,,"-3,811637","-38,488035",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Caucaia,DDM,público,Delegacia da Mulher,Local,,Rua,Porcina Leite,113,,,Parque Soledade,Caucaia,2303709,CE,61603120,85,31017926,,,,,ddmcaucaia@policiacivil.ce.gov.br,Não,08:00:00,17:00:00,Dias úteis,Sim,Sim,Sim,,"-3,737234","-38,654373",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Pacatuba,DDM,público,Delegacia da Mulher,Local,,Avenida,Marginal Nordeste,,,,Conjunto Jereissati 3,Pacatuba,2309706,CE,61800000,85,33845820,,,,,ddmpacatuba@policiacivil.ce.gov.br,Não,08:00:00,16:00:00,Dias úteis,Sim,Sim,Sim,,"-3,891165","-38,610581",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Maracanaú,DDM,público,Delegacia da Mulher,Local,,Avenida,Padre José Holanda do Vale,1961,,,Cagado,Maracanaú,2307650,CE,61905292,85,33717835,,,,,ddmmaracanau@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-3,874510","-38,629345",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Sobral,DDM,público,Delegacia da Mulher,Local,,Avenida,Lúcia Sabóia,358,,,Centro,Sobral,2312908,CE,62010830,88,36774282,,,,,ddmsobral@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-3,692499","-40,354960",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Juazeiro do Norte,DDM,público,Delegacia da Mulher,Local,,Rua,das Flores,,,,Santa Tereza,Juazeiro do Norte,2307304,CE,63050735,88,31021102,,,,,ddmjuazeiro@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-7,221425","-39,321082",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Crato,DDM,público,Delegacia da Mulher,Local,,Rua,Coronel Segundo,216,,,Centro,Crato,2304202,CE,63100480,88,31021250,,,,,ddmcrato@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-7,234907","-39,417839",
,penhas,mapa_acolhimento,Estratégia Saúde da Família VIII,ESF,público,Saúde,Local,,Sítio,Água Vermelha,,,,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,409107","-38,932806",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família XI,ESF,público,Saúde,Local,,Avenida,Antônia Maria Fernandes,,,,,Milagres,2308302,CE,63250000,88,94215725,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,311902","-38,949263",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Associação Comunitária - Milagres,ACOM,ONG,Assistência Social,Local,,Rua,Antônio Leite de Medeiros,96,,,Casa Própria,Milagres,2308302,CE,63250000,88,35531160,,,,,,,,,,,,,,"-7,309681","-38,951521",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Padre Cícero,CRAS,público,Assistência Social,Local,,Vila,Bairro Padre Cícero,,,,Padre Cícero,Milagres,2308302,CE,63250000,88,93684095,,,,sim,,Não,07:30:00,17:30:00,Dias úteis,,,,,"-7,336753","-38,939408",Almoço das 11h30 às 13h30
,penhas,mapa_acolhimento,Estratégia Saúde da Família VII,ESF,público,Saúde,Local,,Sítio,Carnaúba,,,,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-6,966667","-39,433333",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família II,ESF,público,Saúde,Local,,Sítio,Fronteiro,,,Sítio Oitis Sítio Tabocas Sítio Boi Velho Sítio Brejo Seco,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,298159","-38,868336",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família XII,ESF,público,Saúde,Local,,Rua,Júlio Sampaio ,,,,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,308189","-38,943725",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Centro de Referência Especializado da Assistência Social - Milagres,CREAS,público,Assistência Social,Local,,Avenida,Lacordaire Ferreira Lins,60,,,Das Missionárias,Milagres,2308302,CE,63250000,88,35531254,,,,,,Não,07:30:00,13:30:00,Dias úteis,,,,,"-7,312406","-38,942015",
,penhas,mapa_acolhimento,Centro de Referência da Assistência Social Sede - Milagres,CRAS,público,Assistência Social,Local,,Rua,Nossa Senhora dos Milagres,,,,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:30:00,Dias úteis,,,,,"-7,307815","-38,946142",Almoço das 11h30 às 13h30
,penhas,mapa_acolhimento,Estratégia Saúde da Família VI,ESF,público,Saúde,Local,,Rua,Nossa Senhora dos Milagres,,,,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,307815","-38,946142",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família IV,ESF,público,Saúde,Local,,Sítio,Olho D`agua Cercado,,,Sítio São Tomé Sítio Exú,Café da Linha,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,308103","-39,018768",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Delegacia de Polícia Civil de Milagres,DPOL,público,Delegacia Comum,Local,,Rua,Palmerindo Mendonça ,,,,Das Missionárias,Milagres,2308302,CE,63250000,88,35535290,,,,,dmmilagres@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-7,314687","-38,939506",Almoço das 12h às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família III,ESF,público,Saúde,Local,,Sítio,Saco,,,Sitio Manoel Alves,Padre Cícero,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,336814","-38,943558",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família IX,ESF,público,Saúde,Local,,Avenida,Santana,,,,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,315273","-38,940063",Almoço das 11h30 às 13h
,penhas,mapa_acolhimento,Estratégia Saúde da Família V,ESF,público,Saúde,Local,,Sítio,Serra Brava,,,Sítio Barreiros Sítio Taboquinha,,Milagres,2308302,CE,63250000,,,,,,,,Não,07:30:00,17:00:00,Dias úteis,,,,,"-7,315893","-38,940713",Almoço das 11h30 às 13h
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Icó,DDM,público,Delegacia da Mulher,Local,,Rua,Padre José Alves de Macedo,963,,,Novo Centro,Icó,2305407,CE,63430000,88,31017922,,,,,ddmico@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-6,408099","-38,860050",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Iguatu,DDM,público,Delegacia da Mulher,Local,,Avenida,Monsenhor Coelho,,,,São Sebastião,Iguatu,2305506,CE,63500000,88,35819454,,,,,ddmiguatu@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,Sim,Sim,Sim,,"-6,358549","-39,295926",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia de Defesa da Mulher - Quixadá,DDM,público,Delegacia da Mulher,Local,,Rua,Vicente Albano de Sousa,2072,,,Jardim Monolitos,Quixadá,2311306,CE,63900000,88,31017918,,,,,ddmquixada@policiacivil.ce.gov.br,Não,08:00:00,18:00:00,Dias úteis,,,,,"-4,954685","-39,008457",
,penhas,mapa_acolhimento,Núcleo de Apoio à Saúde da Família,NASF,público,Saúde,Local,,,,,,,,Milagres,2308302,CE,,,,,,,,,Não,07:30:00,17:30:00,Dias úteis,,sim,,,"-7,308188","-38,943717",Almoço das 11h30 às 13h30
,penhas,mapa_acolhimento,Comarca de Milagres - Secretária de Vara Única, ,público,Jurídico,Regional,,Avenida,Sandoval Lins,184,,,Conjunto Adalgizia Lins,Milagres,2308302,CE,63250000,88,35531550,,,,,milagres@tjce.jus.br,Não,08:00:00,18:00:00,Dias úteis,,,,Atendimento remoto,"-7,311814","-38,950439",
,penhas,mapa_acolhimento,Centro Especializado de Atendimento à Mulher - Ceilândia,CEAM,público,Assistência Social,Local,,Quadra,QNM,2,,Setor M,Ceilândia,Brasília,5300108,DF,72210020,61,33736668,,,,,ceam.ceilandia@mulher.df.gov.br,Não,10:00:00,16:30:00,Dias úteis,,,,Atendimento diminuiu por conta da pandemia,"-15,817740","-48,106069",
,penhas,mapa_acolhimento,Centro Especializado de Atendimento à Mulher - Planaltina,CEAM,público,Assistência Social,Local,,Área Especial,,,,"Jardim Roriz, Entrequadras 1 e 2",Centro,Planaltina,5217609,DF,73340230,61,33898189,,,,,ceamplanaltinadm@mulher.df.gov.br,Não,10:00:00,16:30:00,Dias úteis,,,,Atendimento diminuiu por conta da pandemia,"-15,602782","-47,653374",
,"mapa_delegacias, penhas",mapa_delegacias,Delegacia Especial de Atendimento à Mulher - Brasília,DEAM,público,Delegacia da Mulher,Local,,Quadra,EQS 204/205,,,,Asa Sul,Brasília,5300108,DF,70234400,61,32076172,,32076195,,,deam_saa@pcdf.df.gov.br,Sim,00:00:00,23:59:00,Todos os dias,Sim,Sim,Sim,,"-15,811878","-47,894699",Atendimento presencial com um metro de distância e só uma por vez na pandemia.
,penhas,mapa_acolhimento,Programa de Prevenção à Violência Doméstica - 25° BPM,PROVID,público,Segurança Pública,Local,,Quadra,6,,,"Park Way, Trecho 2",Núcleo Bandeirante,Brasília,5300108,DF,70297400,61,31902053,,,,,pmdf.providnb@tjdft.jus.br,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-15,852739","-47,985626",
,penhas,mapa_acolhimento,Programa de Prevenção à Violência Doméstica - 17° BPM,PROVID,público,Segurança Pública,Local,,Avenida,"Qnb Área Especial Nº 8, Avenida Sandú",8,,,Taguatinga Norte,Brasília,5300108,DF,70297400,61,31900226,,31900227,,,pmdf.17bpm.provid@gmail.com,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-15,810084","-48,068739",
,penhas,mapa_acolhimento,Centro Especializado de Atendimento à Mulher - Brasília,CEAM,público,Assistência Social,Local,,Quadra,102 Sul,,,Estação do Metrô,Asa Sul,Brasília,5300108,DF,70330000,61,32237264,,32240943,,,,Não,10:00:00,16:30:00,Dias úteis,,,,,"-15,805962","-47,889214",
,penhas,mapa_acolhimento,Núcleo de Atendimento às Famílias e aos Autores de Violência Doméstica - Plano Piloto,NAFAVD,público,Jurídico,Regional,,Trecho,"Trecho 3, lotes 4/6, Bloco 1, Térreo, Sala 30",,,Edifício Fórum Desembargador José Júlio Leal Fagundes,Plano Piloto,Brasília,5300108,DF,70610906,61,993236567,,,,sim,nafavd.planopiloto@mulher.df.gov.br,Não,09:00:00,18:00:00,Dias úteis,,sim,sim,,"-15,797518","-47,891669",
,penhas,mapa_acolhimento,Programa de Prevenção à Violência Doméstica - 4° BPM,PROVID,público,Segurança Pública,Local,,Área Especial,10,,,Módulo A,Guará II,Guará,5300108,DF,71070701,61,31900400,,,,,providguara@gmail.com,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-15,839632","-47,965915",
,penhas,mapa_acolhimento,Programa de Prevenção à Violência Doméstica - 15° BPM,PROVID,público,Segurança Pública,Local,,Setor,Central,,,Área 1,Cidade Estrutural,Brasília,5300108,DF,71255010,61,999612939,,993466894,,sim,,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-15,782067","-47,996875",
,penhas,mapa_acolhimento,Programa de Prevenção à Violência Doméstica - 20° BPM,PROVID,público,Segurança Pública,Local,,Quadra,33,,,Lote 01,Paranoá,Brasília,5300108,DF,71297303,61,31903190,,31902010,,,pmdf.20bpm.provid@gmail.com,Sim,00:00:00,23:59:00,Todos os dias,,,,,"-15,760246","-47,780140",
